candidate_id,skills,qualification,experience_level,job_role,experience_enc
333,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
334,"hr policies, recruitment, training",master's in human resources,senior,hr,0
335,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
336,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
337,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
338,"scrum, agile, project management",master's in business administration,mid,software project manager,0
339,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
340,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
341,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
342,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
343,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
344,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
345,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
346,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
347,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
348,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
349,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
350,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
351,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
352,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
353,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
354,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
355,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
356,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
357,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
358,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
359,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
360,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
361,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
362,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
363,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
364,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
365,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
366,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
367,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
368,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
369,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
370,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
371,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
372,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
373,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
374,"hr policies, recruitment, training",master's in human resources,senior,hr,0
375,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
376,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
377,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
378,"scrum, agile, project management",master's in business administration,mid,software project manager,0
379,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
380,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
381,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
382,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
383,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
384,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
385,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
386,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
387,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
388,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
389,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
390,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
391,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
392,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
393,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
394,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
395,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
396,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
397,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
398,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
399,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
400,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
401,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
402,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
403,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
404,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
405,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
406,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
407,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
408,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
409,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
410,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
411,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
412,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
413,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
414,"hr policies, recruitment, training",master's in human resources,senior,hr,0
415,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
416,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
417,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
418,"scrum, agile, project management",master's in business administration,mid,software project manager,0
419,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
420,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
421,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
422,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
423,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
424,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
425,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
426,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
427,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
428,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
429,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
430,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
431,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
432,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
433,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
434,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
435,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
436,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
437,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
438,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
439,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
440,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
441,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
442,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
443,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
444,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
445,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
446,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
447,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
448,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
449,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
450,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
451,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
452,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
453,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
454,"hr policies, recruitment, training",master's in human resources,senior,hr,0
455,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
456,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
457,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
458,"scrum, agile, project management",master's in business administration,mid,software project manager,0
459,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
460,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
461,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
462,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
463,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
464,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
465,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
466,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
467,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
468,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
469,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
470,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
471,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
472,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
473,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
474,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
475,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
476,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
477,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
478,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
479,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
480,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
481,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
482,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
483,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
484,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
485,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
486,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
487,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
488,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
489,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
490,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
491,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
492,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
493,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
494,"hr policies, recruitment, training",master's in human resources,senior,hr,0
495,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
496,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
497,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
498,"scrum, agile, project management",master's in business administration,mid,software project manager,0
499,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
500,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
501,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
502,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
503,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
504,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
505,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
506,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
507,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
508,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
509,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
510,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
511,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
512,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
513,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
514,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
515,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
516,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
517,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
518,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
519,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
520,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
521,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
522,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
523,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
524,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
525,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
526,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
527,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
528,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
529,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
530,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
531,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
532,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
533,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
534,"hr policies, recruitment, training",master's in human resources,senior,hr,0
535,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
536,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
537,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
538,"scrum, agile, project management",master's in business administration,mid,software project manager,0
539,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
540,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
541,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
542,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
543,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
544,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
545,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
546,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
547,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
548,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
549,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
550,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
551,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
552,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
553,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
554,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
555,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
556,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
557,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
558,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
559,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
560,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
561,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
562,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
563,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
564,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
565,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
566,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
567,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
568,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
569,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
570,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
571,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
572,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
573,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
574,"hr policies, recruitment, training",master's in human resources,senior,hr,0
575,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
576,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
577,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
578,"scrum, agile, project management",master's in business administration,mid,software project manager,0
579,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
580,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
581,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
582,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
583,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
584,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
585,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
586,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
587,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
588,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
589,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
590,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
591,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
592,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
593,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
594,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
595,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
596,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
597,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
598,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
599,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
600,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
601,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
602,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
603,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
604,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
605,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
606,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
607,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
608,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
609,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
610,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
611,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
612,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
613,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
614,"hr policies, recruitment, training",master's in human resources,senior,hr,0
615,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
616,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
617,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
618,"scrum, agile, project management",master's in business administration,mid,software project manager,0
619,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
620,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
621,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
622,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
623,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
624,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
625,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
626,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
627,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
628,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
629,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
630,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
631,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
632,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
633,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
634,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
635,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
636,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
637,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
638,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
639,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
640,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
641,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
642,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
643,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
644,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
645,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
646,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
647,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
648,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
649,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
650,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
651,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
652,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
653,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
654,"hr policies, recruitment, training",master's in human resources,senior,hr,0
655,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
656,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
657,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
658,"scrum, agile, project management",master's in business administration,mid,software project manager,0
659,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
660,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
661,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
662,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
663,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
664,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
665,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
666,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
